DHSID,GPS_Dataset,DHSCC,DHSYEAR,DHSCLUST,SurveyID,All_Population_Count_2005,All_Population_Count_2010,All_Population_Count_2015,Annual_Precipitation_2000,Annual_Precipitation_2005,Annual_Precipitation_2010,Annual_Precipitation_2015,Aridity_2000,Aridity_2005,Aridity_2010,Aridity_2015,BUILT_Population_1990,BUILT_Population_2000,BUILT_Population_2014,Day_Land_Surface_Temp_2000,Day_Land_Surface_Temp_2005,Day_Land_Surface_Temp_2010,Day_Land_Surface_Temp_2015,Diurnal_Temperature_Range_2000,Diurnal_Temperature_Range_2005,Diurnal_Temperature_Range_2010,Diurnal_Temperature_Range_2015,Drought_Episodes,Enhanced_Vegetation_Index_1985,Enhanced_Vegetation_Index_1990,Enhanced_Vegetation_Index_1995,Enhanced_Vegetation_Index_2000,Enhanced_Vegetation_Index_2005,Enhanced_Vegetation_Index_2010,Enhanced_Vegetation_Index_2015,Frost_Days_2000,Frost_Days_2005,Frost_Days_2010,Frost_Days_2015,Global_Human_Footprint,Gross_Cell_Production,Growing_Season_Length,Irrigation,ITN_Coverage_2005,ITN_Coverage_2010,ITN_Coverage_2015,Land_Surface_Temperature_2000,Land_Surface_Temperature_2005,Land_Surface_Temperature_2010,Land_Surface_Temperature_2015,Livestock_Cattle,Livestock_Chickens,Livestock_Ducks,Livestock_Goats,Livestock_Pigs,Livestock_Sheep,Malaria_Incidence_2000,Malaria_Incidence_2005,Malaria_Incidence_2010,Malaria_Incidence_2015,Malaria_Prevalence_2000,Malaria_Prevalence_2005,Malaria_Prevalence_2010,Malaria_Prevalence_2015,Maximum_Temperature_2000,Maximum_Temperature_2005,Maximum_Temperature_2010,Maximum_Temperature_2015,Mean_Temperature_2000,Mean_Temperature_2005,Mean_Temperature_2010,Mean_Temperature_2015,Minimum_Temperature_2000,Minimum_Temperature_2005,Minimum_Temperature_2010,Minimum_Temperature_2015,Nightlights_Composite,Night_Land_Surface_Temp_2000,Night_Land_Surface_Temp_2005,Night_Land_Surface_Temp_2010,Night_Land_Surface_Temp_2015,PET_2000,PET_2005,PET_2010,PET_2015,Proximity_to_National_Borders,Proximity_to_Protected_Areas,Proximity_to_Water,Rainfall_1985,Rainfall_1990,Rainfall_1995,Rainfall_2000,Rainfall_2005,Rainfall_2010,Rainfall_2015,Slope,SMOD_Population_1990,SMOD_Population_2000,SMOD_Population_2015,Temperature_April,Temperature_August,Temperature_December,Temperature_February,Temperature_January,Temperature_July,Temperature_June,Temperature_March,Temperature_May,Temperature_November,Temperature_October,Temperature_September,Travel_Times_2000,Travel_Times_2015,U5_Population_2000,U5_Population_2005,U5_Population_2010,U5_Population_2015,UN_Population_Count_2000,UN_Population_Count_2005,UN_Population_Count_2010,UN_Population_Count_2015,UN_Population_Density_2000,UN_Population_Density_2005,UN_Population_Density_2010,UN_Population_Density_2015,Wet_Days_2000,Wet_Days_2005,Wet_Days_2010,Wet_Days_2015
TZ201700000001,TZGE7IFL,TZ,2017.0,1.0,TZ2017MIS,9528.419921875,11134.048828125,13041.873046875,51.54999923706055,33.516666412353516,48.80833435058594,63.93333435058594,14.155606269836426,8.762527465820312,13.34168529510498,17.759260177612305,0.0,1.000646107758467e-05,1.372980813567455e-05,32.11199951171875,32.7893310546875,31.59150085449219,33.35916748046875,12.133333206176758,12.258333206176758,11.791666984558105,11.691666603088379,5.0,2304.5,2368.3,2371.5,2554.2,2562.8,2594.2,2668.4,0.0,0.0,0.0,0.0,29.040983606557376,848.2458844866071,7.0,0.0,0.1265905416092084,0.4555977386185341,0.5521370170598595,24.342547607421874,25.23566589355469,24.604916381835938,25.720751953125,8.812800839950478,23.534702655396174,-1.0,4.872523907103825,0.08911222447463073,3.007138111552254,0.25217069898332867,0.14844349452427455,0.10815221922738212,0.06847035033362252,0.19776979514530726,0.09347801549094063,0.0628521740436554,0.03692846638815744,26.741666793823242,27.325000762939453,26.816667556762695,26.80000114440918,20.649999618530273,21.17500114440918,20.90833282470703,20.916667938232422,14.608333587646484,15.066667556762695,15.02500057220459,15.108333587646484,0.0,16.573092651367187,17.68199920654297,17.618331909179688,18.082333374023438,3.6416666507720947,3.825000047683716,3.6583335399627686,3.6000001430511475,258943.3531,54855.77248,43304.84333,697.6363636363636,764.3636363636364,561.9090909090909,667.0909090909091,459.1818181818182,678.6363636363636,603.6363636363636,0.9307695399216616,1.0,0.0,0.0,21.53900146484375,18.984334309895832,22.6999994913737,22.187001546223957,22.208333333333332,18.020665486653645,18.75499979654948,21.925333658854168,19.93566640218099,22.67333221435547,21.71466573079427,20.557332356770832,243.54098360655738,200.4672131147541,3.63060856386612,4.1725580601092895,4.875673721396858,5.711122940146858,9945.6474609375,11159.33203125,12663.3984375,14328.6650390625,31.687177147370218,35.55401511270492,40.346028645833336,45.65161799863388,8.319999694824219,7.438333034515381,8.318333625793457,10.114999771118164
TZ201700000002,TZGE7IFL,TZ,2017.0,2.0,TZ2017MIS,13542.03125,15823.9921875,18535.44140625,66.24166870117188,45.108333587646484,54.90833282470703,70.28333282470703,18.615924835205078,12.082589149475098,15.32325553894043,19.79812240600586,0.00016555585085399567,0.000219565559001196,0.00022916907355898902,32.9749589399858,34.15787852894176,34.65924072265625,35.3074257590554,11.516666412353516,11.716667175292969,11.40000057220459,11.27500057220459,9.0,2262.5454545454545,2265.3636363636365,2287.3636363636365,2361.909090909091,2411.909090909091,2333.3636363636365,2310.818181818182,0.0,0.0,0.0,0.0,35.237057220708444,858.8394165039062,8.0,0.4799753427505493,0.13305438551086354,0.47650253189649355,0.5693750461302344,25.34512606534091,26.62227283824574,26.95659013227983,27.54128750887784,0.7619121665850647,15.306723113930518,-1.0,3.164217831978031,1.5501682375042576,3.9834616346645095,0.254862870488848,0.14260470867156982,0.06430032423564366,0.07153013774326869,0.20315659046173096,0.08669544969286237,0.03439103066921234,0.03964570164680481,27.05000114440918,27.641666412353516,27.25,27.358333587646484,21.266666412353516,21.758333206176758,21.524999618530273,21.683334350585938,15.533333778381348,15.925000190734863,15.850000381469727,16.08333396911621,0.006874380195633172,17.715289029208098,19.086667147549715,19.253938154740766,19.775152033025567,3.558333396911621,3.7333333492279053,3.5833332538604736,3.5500001907348633,249217.6651,34622.62738,239584.2347,606.5,657.1,673.3,730.8,397.3,628.0,596.3,2.185819121732374,1.0,1.0,0.0,22.738667805989582,20.280667622884113,24.09400177001953,23.606333414713543,23.741666158040363,19.58933385213216,20.443333943684895,23.480667114257812,21.345001220703125,24.082667032877605,22.930999755859375,21.634000142415363,50.77929155313352,148.6376021798365,5.106260068333053,5.8684838801381405,6.857379759097035,8.032393709989892,22844.97265625,25629.76953125,29083.07421875,32905.21484375,72.78929666212534,81.66229564032697,92.66531846049047,104.8435371253406,9.962499618530273,8.12166690826416,8.380000114440918,10.03416633605957
TZ201700000003,TZGE7IFL,TZ,2017.0,3.0,TZ2017MIS,21891.224609375,25580.103515625,29963.265625,66.24166870117188,45.108333587646484,54.90833282470703,70.28333282470703,18.615924835205078,12.082589149475098,15.32325553894043,19.79812240600586,1.3215681127969574e-05,1.5186265977860996e-05,3.634540821021458e-05,32.18206509676847,33.57136396928267,33.25802889737216,33.393030340021305,11.516666412353516,11.716667175292969,11.40000057220459,11.27500057220459,9.0,2294.090909090909,2363.2727272727275,2411.4545454545455,2408.818181818182,2394.2727272727275,2394.5454545454545,2348.909090909091,0.0,0.0,0.0,0.0,24.328804347826086,858.8394252232143,8.0,0.35997575521469116,0.11580128235953989,0.45578572155673,0.5489378666644253,24.054876154119317,25.320379083806817,25.20651522549716,25.45068359375,12.67316023075613,28.620109204700274,-1.0,10.483794251319823,2.663590683274438,5.478026013283379,0.2491702437400818,0.1375928372144699,0.057041559368371964,0.06427045166492462,0.18738646805286407,0.08083240687847137,0.029467567801475525,0.034091752022504807,27.05000114440918,27.641666412353516,27.25,27.358333587646484,21.266666412353516,21.758333206176758,21.524999618530273,21.683334350585938,15.533333778381348,15.925000190734863,15.850000381469727,16.08333396911621,0.0007634401965350576,15.92768582430753,17.069394198330965,17.155000166459516,17.508332685990766,3.558333396911621,3.7333333492279053,3.5833332538604736,3.5500001907348633,242709.2555,41099.28073,225354.634,736.8,694.0,713.5,797.0,408.1,715.6,649.4,2.9692452661997617,0.0,0.0,0.0,21.041250228881836,18.586000442504883,22.174251556396484,21.771249771118164,21.904251098632812,17.826749801635742,18.76799964904785,21.737998962402344,19.498748779296875,22.123249053955078,21.048500061035156,19.886749267578125,151.3542234332425,117.7465940054496,8.436213925887978,9.69550727885929,11.329292339053962,13.270571849385245,26615.05859375,29859.341796875,33882.90625,38336.46484375,84.77245295470027,95.10593707425068,107.92151311307902,122.10669277929155,9.962499618530273,8.12166690826416,8.380000114440918,10.03416633605957
TZ201700000004,TZGE7IFL,TZ,2017.0,4.0,TZ2017MIS,17943.67578125,20967.357421875,24560.12109375,51.94166946411133,33.616668701171875,42.66666793823242,49.71666717529297,13.346895217895508,8.249488830566406,10.916844367980957,12.830107688903809,0.00026906502379733284,0.00037978307171991675,0.000504144580121253,35.258184814453124,35.05916748046875,35.76466674804688,36.321832275390626,11.725000381469727,11.950000762939453,11.641666412353516,11.475000381469727,9.0,1973.5,2124.7,2123.7,2166.1,2215.3,2108.6,2171.7,0.0,0.0,0.0,0.0,30.293478260869566,867.0053013392857,7.0,0.0,0.13759924832697884,0.5294650582708829,0.6244208710232609,26.91363525390625,27.366000366210937,27.78458251953125,28.18791809082031,56.12377731199187,192.1065379403794,-1.0,32.58552464430894,1.1704501847264566,12.885641620088077,0.25101571083068847,0.16253148714701335,0.1019152323404948,0.0901702324549357,0.2058102289835612,0.10775057474772136,0.06194889545440674,0.05350509484608968,28.883333206176758,29.491666793823242,29.09166717529297,29.133333206176758,23.008333206176758,23.491666793823242,23.241666793823242,23.383333206176758,17.15833282470703,17.541667938232422,17.450000762939453,17.65833282470703,0.015202613442631092,18.569090270996092,19.672833251953126,19.80449981689453,20.05399932861328,3.8916666507720947,4.074999809265137,3.9083333015441895,3.875,302268.1718,60296.52454,184704.4587,622.2,531.3,535.6,602.9,327.3,499.3,586.9,0.8107755500772781,0.0,0.0,0.0,23.20300038655599,20.375999450683594,24.244000752766926,23.6183344523112,23.7239990234375,19.65899912516276,20.51500066121419,23.755999247233074,21.729334513346355,24.445668538411457,23.17833201090495,21.830001831054688,71.13550135501355,34.79132791327913,6.282799762228261,7.220648724099864,8.43739650560462,9.883148193359375,23065.109375,25875.85546875,29363.275390625,33222.34375,73.05659298780488,81.95937605860433,93.00544122628726,105.22869029471545,8.477499961853027,6.999166488647461,7.263333320617676,8.835000038146973
TZ201700000005,TZGE7IFL,TZ,2017.0,5.0,TZ2017MIS,684.931884765625,800.3494873046875,937.4896850585938,45.83333206176758,31.291667938232422,37.59166717529297,43.858333587646484,11.652542114257812,7.61663293838501,9.476890563964844,11.197872161865234,0.00214389654306265,0.003396380692720413,0.004063755560379762,35.95000076293945,36.28333282470703,37.70166778564453,37.33333206176758,12.091667175292969,12.316666603088379,12.058333396911621,11.866666793823242,9,2009,2055,2003,2059,2134,1886,2086,0.0,0.0,0.0,0.0,21.0,896.9465942382812,6,0.0,0.13603691346273297,0.5398303567728352,0.6423732630230774,27.313636779785156,27.940834045410156,28.808332443237305,28.70833396911621,9.237239292689733,10.328700474330358,-1.0,5.436255318777902,0.3739854267665318,3.2054416111537387,0.24869276583194733,0.1607993096113205,0.10701428353786469,0.09356733411550522,0.2092064768075943,0.1086307018995285,0.06574266403913498,0.055974122136831284,28.516666412353516,29.075000762939453,28.683334350585938,28.725000381469727,22.450000762939453,22.90833282470703,22.633333206176758,22.758333206176758,16.42500114440918,16.758333206176758,16.625,16.858333587646484,0.10183040026960702,18.67727279663086,19.59833335876465,19.915000915527344,20.08333396911621,3.933333396911621,4.108333587646484,3.9666666984558105,3.9166667461395264,318423.8202,52175.59834,201002.8524,626.0,485.0,527.0,567.0,330.0,481.0,591.0,1.32137816292899,0.0,0.0,0.0,22.957000732421875,20.29400062561035,24.123001098632812,23.391000747680664,23.62299919128418,19.691999435424805,20.472000122070312,23.503999710083008,21.655000686645508,24.242000579833984,23.0049991607666,21.722999572753906,55.714285714285715,76.07142857142857,6.225549697875977,7.154852867126465,8.360513687133789,9.793091773986816,1945.5689697265625,2182.666259765625,2476.858154296875,2802.251708984375,162.49483816964286,182.29731096540178,206.86833844866072,234.04537527901786,8.144165992736816,6.505833148956299,7.0183329582214355,8.359166145324707
TZ201700000006,TZGE7IFL,TZ,2017.0,6.0,TZ2017MIS,14392.306640625,16817.546875,19699.2421875,49.00833511352539,35.608333587646484,38.70833206176758,46.15833282470703,12.226611137390137,8.394891738891602,9.460285186767578,11.397119522094727,2.062067900687362e-05,3.313584024033712e-05,4.921961070423247e-05,34.47163391113281,35.732666015625,37.05516357421875,37.19783325195313,11.758333206176758,12.066666603088379,11.833333969116211,11.616666793823242,9.0,2136.0,2176.3,2219.3,2343.2,2278.8,2219.5,2314.6,0.0,0.0,0.0,0.0,24.937669376693766,896.9466145833334,6.0,0.0,0.12486278956913145,0.5292690425356762,0.6415952273185906,26.654815673828125,27.91966552734375,28.642333984375,28.84599914550781,25.045067433096207,90.60961847899729,-1.0,18.537172891260163,0.7210921620934959,7.0703177930216805,0.2935689608256022,0.18150734901428223,0.1233189582824707,0.10085854530334473,0.23961025873819988,0.12035422325134278,0.07419885794321696,0.05790004730224609,29.191667556762695,29.92500114440918,29.483333587646484,29.45833396911621,23.30000114440918,23.866666793823242,23.533334732055664,23.633333206176758,17.433334350585938,17.858333587646484,17.649999618530273,17.84166717529297,0.0010025362523224744,18.837998962402345,20.106666564941406,20.22950134277344,20.494168090820313,4.008333206176758,4.241666793823242,4.0916666984558105,4.050000190734863,339695.4433,65226.21638,205711.4155,585.1,482.6,493.0,549.1,350.5,486.7,582.9,0.6504451265826134,1.0,1.0,1.0,23.310501098632812,20.611249923706055,24.459749221801758,23.86949920654297,23.984500885009766,19.89175033569336,20.662250518798828,23.835750579833984,21.924999237060547,24.56049919128418,23.357250213623047,22.074249267578125,152.04336043360433,68.05962059620596,5.2186855285480895,5.997690809316354,7.008359034643097,8.209244878937668,14677.8388671875,16466.44921875,18685.6640625,21141.505859375,46.519658282520325,52.1884368648374,59.22197874322493,67.00547298441734,8.392499923706055,7.059166431427002,6.851666450500488,8.017499923706055
TZ201700000007,TZGE7IFL,TZ,2017.0,7.0,TZ2017MIS,50514.37890625,59026.53125,69140.75,45.83333206176758,31.291667938232422,37.59166717529297,43.858333587646484,11.652542114257812,7.61663293838501,9.476890563964844,11.197872161865234,0.6769178830660306,0.7453162853534405,0.795566412118765,33.62818145751953,34.290000915527344,34.334999084472656,34.2783317565918,12.091667175292969,12.316666603088379,12.058333396911621,11.866666793823242,9,2150.0,2124.0,2249.0,2375.0,2172.0,2344.0,2128.0,0.0,0.0,0.0,0.0,73.25,896.9465942382812,6,0.0,0.143632931941225,0.5771095959175555,0.6701216803247992,26.061819076538086,26.883333206176758,27.050832748413086,27.1825008392334,31.84865379333496,23.074934005737305,-1.0,52.37643814086914,0.9495078325271606,1.0711992979049683,0.2501305043697357,0.1619413197040558,0.12112586945295334,0.10862775892019272,0.2248663753271103,0.11619297415018082,0.08154328167438507,0.06963504105806351,28.516666412353516,29.075000762939453,28.683334350585938,28.725000381469727,22.450000762939453,22.90833282470703,22.633333206176758,22.758333206176758,16.42500114440918,16.758333206176758,16.625,16.858333587646484,6.361945316709321,18.495454788208008,19.476667404174805,19.766666412353516,20.086666107177734,3.933333396911621,4.108333587646484,3.9666666984558105,3.9166667461395264,336496.6445,82759.5513,171200.406,642.0,581.0,585.0,597.0,357.0,539.0,652.0,1.343768835067749,3.0,3.0,3.0,22.291000366210938,20.117000579833984,23.684999465942383,23.01099967956543,23.21299934387207,19.659000396728516,20.51300048828125,22.886999130249023,21.687999725341797,23.885000228881836,22.908000946044922,21.534000396728516,1.9375,0.0,377.03334263392856,433.31399972098217,506.33150809151783,593.0916573660714,46571.23046875,52247.6171875,59288.71484375,67081.203125,3401.9873046875,3816.64208984375,4330.98828125,4900.22265625,8.144165992736816,6.505833148956299,7.0183329582214355,8.359166145324707
TZ201700000008,TZGE7IFL,TZ,2017.0,8.0,TZ2017MIS,6924.251953125,8091.0537109375,9477.4599609375,46.266666412353516,28.67500114440918,37.40833282470703,44.375,10.972332000732422,6.579349994659424,8.836614608764648,10.607569694519043,0.0,0.0,0.0,35.27200012207031,36.223165893554686,35.13133239746094,36.88800048828125,12.175000190734863,12.308333396911621,12.058333396911621,11.908333778381348,9.0,2328.2,2333.1,2400.1,2477.4,2561.7,2572.2,2594.7,0.0,0.0,0.0,0.0,23.29891304347826,930.6714242788462,6.0,0.0,0.12250461293472617,0.5347001936234207,0.6474537592689751,27.797726440429688,28.95108642578125,28.28175048828125,29.287750244140625,5.1421356201171875,8.7707751730214,-1.0,4.706122025199559,0.35040519548499066,2.45153692494268,0.28667160868644714,0.16689899563789368,0.1302209496498108,0.09444497525691986,0.23903343081474304,0.10823287814855576,0.08111374080181122,0.05476788431406021,30.058334350585938,30.59166717529297,30.183334350585938,30.17500114440918,23.95833396911621,24.408334732055664,24.125,24.191667556762695,17.883333206176758,18.28333282470703,18.125,18.266666412353516,0.0,20.323454284667967,21.679000854492188,21.43216552734375,21.6875,4.2166666984558105,4.358333587646484,4.233333587646484,4.183333396911621,351199.6764,102142.9628,117714.7302,642.8333333333334,554.5,549.1666666666666,579.4166666666666,364.5,548.4166666666666,539.8333333333334,0.4855969055839207,1.0,1.0,0.0,24.124000549316406,21.42875099182129,25.175500869750977,24.614999771118164,24.771249771118164,20.613500595092773,21.413000106811523,24.559249877929688,22.845001220703125,25.35474967956543,24.38800048828125,23.02025032043457,150.24184782608697,104.21739130434783,2.547393632065403,2.9276493260117826,3.420985821166325,4.007173465249317,7125.12158203125,8087.4013671875,9294.046875,10658.39453125,22.61338474439538,25.66740085767663,29.496964164402176,33.82702105978261,7.869999885559082,6.244166374206543,7.015832901000977,8.214166641235352
TZ201700000009,TZGE7IFL,TZ,2017.0,9.0,TZ2017MIS,9040.958984375,10564.4453125,12374.66796875,45.83333206176758,31.291667938232422,37.59166717529297,43.858333587646484,11.652542114257812,7.61663293838501,9.476890563964844,11.197872161865234,1.2777196066571942e-05,1.2777196066571942e-05,1.3244951356060898e-05,34.517676459418404,34.82518513997396,35.72351752387153,36.33721923828125,12.091667175292969,12.316666603088379,12.058333396911621,11.866666793823242,9.0,2205.3333333333335,2230.222222222222,2282.3333333333335,2382.222222222222,2373.4444444444443,2234.4444444444443,2331.8888888888887,0.0,0.0,0.0,0.0,23.598360655737704,896.9465680803571,6.0,0.0,0.11348406968039303,0.5172200409349192,0.6321126839990535,26.924848768446182,27.624813503689236,28.093795776367188,28.576944986979168,6.205130154969262,10.916728702399249,-1.0,5.923218440488388,0.5270790141788336,2.4872723355319333,0.3117039544241769,0.1954355069569179,0.14365931919642858,0.11519487415041242,0.2627388409205845,0.1344953179359436,0.09128201007843018,0.06916510633059911,28.516666412353516,29.075000762939453,28.683334350585938,28.725000381469727,22.450000762939453,22.90833282470703,22.633333206176758,22.758333206176758,16.42500114440918,16.758333206176758,16.625,16.858333587646484,0.0,19.332017686631943,20.42444525824653,20.464074028862846,20.816667344835068,3.933333396911621,4.108333587646484,3.9666666984558105,3.9166667461395264,356697.9864,60059.55052,197866.3097,582.4,478.0,484.5,532.6,359.9,473.4,540.5,0.9456570317836407,1.0,1.0,1.0,23.311500549316406,20.69675064086914,24.57674789428711,23.917999267578125,24.027502059936523,19.99275016784668,20.767499923706055,23.83099937438965,22.050750732421875,24.610000610351562,23.45599937438965,22.168251037597656,115.14480874316939,90.43989071038251,3.294882708054813,3.7867177055481283,4.424815458409927,5.183009509734291,9876.9873046875,11080.8515625,12574.48046875,14226.3515625,31.558865906762296,35.40544420252732,40.177873121584696,45.4559212773224,8.144165992736816,6.505833148956299,7.0183329582214355,8.359166145324707
TZ201700000010,TZGE7IFL,TZ,2017.0,10.0,TZ2017MIS,7579.421875,8856.626953125,10374.2138671875,44.81666946411133,28.883333206176758,40.958335876464844,49.983333587646484,11.5905179977417,7.190871238708496,10.615550994873047,13.096070289611816,0.0,4.574213585911844e-06,2.6311973133721414e-05,29.570001220703126,31.20366516113281,30.095001220703125,30.635665893554688,12.125,12.258333206176758,11.891667366027832,11.766666412353516,9.0,2630.7,2656.1,2612.0,2846.0,2866.1,2916.0,2815.3,0.0,0.0,0.0,0.0,27.28882833787466,930.6714564732143,6.0,0.0,0.12077160689662272,0.48927852227911567,0.5950056678567468,23.93427276611328,25.485748291015625,24.6524169921875,25.063917541503905,5.512749196398161,19.86030898756812,-1.0,3.5978318715940056,0.02699950475458878,1.8309241354627894,0.30145479838053385,0.18923107782999674,0.14690992037455242,0.10222972234090169,0.26405626932779946,0.134135103225708,0.0960038185119629,0.06091825962066651,28.149999618530273,28.649999618530273,28.25,28.258333206176758,22.066667556762695,22.5,22.28333282470703,22.350000381469727,16.024999618530273,16.391666412353516,16.358333587646484,16.491666793823242,0.0,18.298544311523436,19.76783447265625,19.20983428955078,19.492166137695314,3.866666793823242,4.016666889190674,3.8583333492279053,3.816666841506958,301466.5283,101466.1247,69294.82506,684.8,683.6,568.0,587.3,439.8,575.5,639.5,0.7168836879470368,0.0,0.0,0.0,22.41750144958496,19.860000610351562,23.63825035095215,23.027000427246094,23.105499267578125,19.028749465942383,19.86250114440918,22.796249389648438,21.086498260498047,23.67974853515625,22.74199867248535,21.47300148010254,187.29972752043597,206.5449591280654,2.8276519775390625,3.249742590862772,3.797355320142663,4.448033540145211,4681.9794921875,5252.47314453125,5960.54345703125,6744.03076171875,14.887293511580381,16.701292947462534,18.952744486546322,21.444000659911445,8.037500381469727,6.7808332443237305,7.644166469573975,9.264999389648438
