DHSID,GPS_Dataset,DHSCC,DHSYEAR,DHSCLUST,SurveyID,All_Population_Count_2005,All_Population_Count_2010,All_Population_Count_2015,Annual_Precipitation_2000,Annual_Precipitation_2005,Annual_Precipitation_2010,Annual_Precipitation_2015,Aridity_2000,Aridity_2005,Aridity_2010,Aridity_2015,BUILT_Population_1990,BUILT_Population_2000,BUILT_Population_2014,Day_Land_Surface_Temp_2000,Day_Land_Surface_Temp_2005,Day_Land_Surface_Temp_2010,Day_Land_Surface_Temp_2015,Diurnal_Temperature_Range_2000,Diurnal_Temperature_Range_2005,Diurnal_Temperature_Range_2010,Diurnal_Temperature_Range_2015,Drought_Episodes,Enhanced_Vegetation_Index_1985,Enhanced_Vegetation_Index_1990,Enhanced_Vegetation_Index_1995,Enhanced_Vegetation_Index_2000,Enhanced_Vegetation_Index_2005,Enhanced_Vegetation_Index_2010,Enhanced_Vegetation_Index_2015,Frost_Days_2000,Frost_Days_2005,Frost_Days_2010,Frost_Days_2015,Global_Human_Footprint,Gross_Cell_Production,Growing_Season_Length,Irrigation,ITN_Coverage_2005,ITN_Coverage_2010,ITN_Coverage_2015,Land_Surface_Temperature_2000,Land_Surface_Temperature_2005,Land_Surface_Temperature_2010,Land_Surface_Temperature_2015,Livestock_Cattle,Livestock_Chickens,Livestock_Goats,Livestock_Pigs,Livestock_Sheep,Malaria_Incidence_2000,Malaria_Incidence_2005,Malaria_Incidence_2010,Malaria_Incidence_2015,Malaria_Prevalence_2000,Malaria_Prevalence_2005,Malaria_Prevalence_2010,Malaria_Prevalence_2015,Maximum_Temperature_2000,Maximum_Temperature_2005,Maximum_Temperature_2010,Maximum_Temperature_2015,Mean_Temperature_2000,Mean_Temperature_2005,Mean_Temperature_2010,Mean_Temperature_2015,Minimum_Temperature_2000,Minimum_Temperature_2005,Minimum_Temperature_2010,Minimum_Temperature_2015,Nightlights_Composite,Night_Land_Surface_Temp2010,Night_Land_Surface_Temp2015,Night_Land_Surface_Temp_2000,Night_Land_Surface_Temp_2005,Night_Land_Surface_Temp_2010,Night_Land_Surface_Temp_2015,PET_2000,PET_2005,PET_2010,PET_2015,Proximity_to_National_Borders,Proximity_to_Protected_Areas,Proximity_to_Water,Rainfall_1985,Rainfall_1990,Rainfall_1995,Rainfall_2000,Rainfall_2005,Rainfall_2010,Rainfall_2015,Slope,SMOD_Population_1990,SMOD_Population_2000,SMOD_Population_2015,Temperature_April,Temperature_August,Temperature_December,Temperature_February,Temperature_January,Temperature_July,Temperature_June,Temperature_March,Temperature_May,Temperature_November,Temperature_October,Temperature_September,Travel_Times_2000,Travel_Times_2015,U5_Population_2000,U5_Population_2005,U5_Population_2010,U5_Population_2015,UN_Population_Count_2000,UN_Population_Count_2005,UN_Population_Count_2010,UN_Population_Count_2015,UN_Population_Density_2000,UN_Population_Density_2005,UN_Population_Density_2010,UN_Population_Density_2015,Wet_Days_2000,Wet_Days_2005,Wet_Days_2010,Wet_Days_2015
CD201300000001,CDGE61FL,CD,2013.0,1.0,CD2013DHS,2324.09619140625,2732.201416015625,3201.5869140625,157.26666259765625,146.60833740234375,134.35000610351562,140.73333740234375,55.020408630371094,50.26571273803711,46.06285858154297,48.66858673095703,0.00038788066823271255,0.0004179471089870115,0.0004237120664572414,27.301513671875,27.25611114501953,27.380696614583332,27.47888946533203,10.5,10.5,10.5,10.5,-9999,4315.333333333333,4354.416666666667,4525.0,4580.916666666667,4964.583333333333,4881.583333333333,4753.916666666667,0.0,0.0,0.0,0.0,21.798365122615802,174.35423177083334,15.0,0.0,0.12349637003588558,0.2827466166378268,0.7611285862116125,23.674509684244793,24.12291717529297,24.585347493489582,24.499374389648438,0.01857030909994374,3.98419421652089,0.1253577937250552,0.11647140461465587,0.008022397756576538,0.6948263304574149,0.7179715292794364,0.6589001246861049,0.26017788478306364,0.861215318952288,0.9180705206734794,0.8136085782732282,0.20680562087467738,30.350000381469727,30.90833282470703,30.950000762939453,30.67500114440918,25.08333396911621,25.641666412353516,25.683334350585938,25.40833282470703,19.850000381469727,20.408334732055664,20.450000762939453,20.174999237060547,0.0,21.790000915527344,21.519861857096355,20.047500610351562,20.989721934000652,21.790000915527344,21.519861857096355,2.8583333492279053,2.9166667461395264,2.9166667461395264,2.8916666507720947,426761.6181,154751.4275,200137.0013,1963.5,2128.5,1934.2,2030.4,1989.8,1867.1,1902.9,0.028122658314912216,0.0,0.0,0.0,25.778399658203124,24.160800170898437,24.833999633789062,25.669000244140626,25.087599182128905,24.0489990234375,24.78679962158203,25.8,25.325599670410156,24.660000610351563,24.7656005859375,24.490200805664063,622.7173913043479,293.61684782608694,1.1697272942566417,1.3654792640124744,1.6052540459489952,1.8810326682774183,2144.46533203125,2445.716796875,2775.282470703125,3098.629638671875,6.7716542119565215,7.722925600798233,8.763608186141305,9.784652709960938,11.587499618530273,10.996665954589844,10.738332748413086,10.872499465942383
CD201300000002,CDGE61FL,CD,2013.0,2.0,CD2013DHS,3527.35888671875,4146.75390625,4859.15625,149.8416748046875,133.80833435058594,130.4166717529297,132.48333740234375,50.65070343017578,44.602779388427734,43.35179901123047,44.65730285644531,0.00038499687426387313,0.0005326662391138534,0.0007159209099059669,27.754928588867188,26.940335083007813,27.417333984375,27.717999267578126,9.841667175292969,9.841667175292969,9.841667175292969,9.841667175292969,-9999,4394.0,4425.3,4520.0,4642.5,4863.3,4896.4,4836.8,0.0,0.0,0.0,0.0,20.23497267759563,193.15276692708332,15.0,0.0,0.13722642365058582,0.3235215273977788,0.8718067633279082,23.78009948730469,24.11925048828125,24.562165832519533,24.63683319091797,0.03860648212537088,8.44799137636612,0.19659146585099685,0.2248120125525636,0.032264428060562886,0.6459894861493792,0.6705308641706195,0.5812078203473773,0.2646902288709368,0.7511595998491559,0.8083825792585101,0.655409608568464,0.21173972742898123,29.933334350585938,30.45833396911621,30.616666793823242,30.366666793823242,24.983333587646484,25.508333206176758,25.666667938232422,25.416667938232422,20.09166717529297,20.616666793823242,20.774999618530273,20.524999618530273,0.0,21.707000732421875,21.555667114257812,19.805271911621094,21.298167419433593,21.707000732421875,21.555667114257812,2.9583334922790527,3.0,3.008333444595337,2.9666666984558105,137676.5159,197470.9799,87937.11004,1957.3333333333333,1783.7777777777778,1800.7777777777778,1988.4444444444443,1828.0,1758.4444444444443,1609.4444444444443,0.05322361513565147,0.0,0.0,0.0,25.901997884114582,24.189000447591145,25.08599853515625,25.796000162760418,25.257334391276043,24.166666666666668,24.871999104817707,25.957667032877605,25.664332071940105,24.83600107828776,24.797999064127605,24.636334737141926,306.0273224043716,428.8879781420765,1.752012153520976,2.0452086566245717,2.404342024293664,2.817401875535103,3124.772705078125,3563.751220703125,4043.98681640625,4515.142578125,9.921478104721652,11.315277599897541,12.840078551912569,14.336046896345628,11.664999961853027,10.871665954589844,10.946666717529297,10.87166690826416
CD201300000003,CDGE61FL,CD,2013.0,3.0,CD2013DHS,290728.5,341779.65625,400496.5625,116.5999984741211,110.625,111.9749984741211,122.68333435058594,41.64285659790039,38.4782600402832,37.95762634277344,43.046783447265625,0.6802518584511497,0.7072209444912997,0.726809024810791,34.630001068115234,33.22999954223633,34.59166717529297,32.9739990234375,9.333333969116211,9.333333969116211,9.333333969116211,9.333333969116211,1.0,2306,2322,2178,2303,2224,2146,2109,0.0,0.0,0.0,0.0,87.42857142857143,682.9114379882812,11,0.0,0.0474094564616836,0.1293130912543278,0.37994109303600193,27.541000366210938,27.545000076293945,28.626667022705078,27.338666915893555,0.0,0.0,0.0,0.0,0.0,0.3313078284263611,0.32682016491889954,0.24099481105804443,0.19759558141231537,0.33130669593811035,0.3291815221309662,0.21253612637519836,0.1553429663181305,29.616666793823242,30.141666412353516,30.433334350585938,30.066667556762695,24.933334350585938,25.45833396911621,25.75,25.383333206176758,20.283334732055664,20.808334350585938,21.100000381469727,20.733333587646484,24.719014830508474,22.661666870117188,21.703332901000977,20.45199966430664,21.860000610351562,22.661666870117188,21.703332901000977,2.8000001907348633,2.875,2.950000047683716,2.8500001430511475,13129.62704,103909.8377,6230.996003,1554,1641,1398,1462,1316,1208,1453,0.8537874902997699,3.0,3.0,3.0,27.172000885009766,24.009000778198242,26.12700080871582,26.861000061035156,26.433000564575195,22.878999710083008,24.09000015258789,27.167999267578125,26.46299934387207,26.165000915527344,26.33300018310547,25.73699951171875,13.071428571428571,0.0,2763.202880859375,3225.62060546875,3792.03125,4443.49267578125,302063.0625,319444.96875,336131.59375,348002.25,25145.881696428572,26592.875,27981.988839285714,28970.18526785714,8.772500038146973,8.74666690826416,8.443333625793457,8.929166793823242
CD201300000004,CDGE61FL,CD,2013.0,4.0,CD2013DHS,14170.26171875,16658.5234375,19520.4140625,162.2666778564453,142.64166259765625,100.125,132.73333740234375,53.79005432128906,45.64533233642578,31.870027542114258,43.40054702758789,0.004745314331174646,0.007480301946963904,0.016673458447246433,30.047454833984375,30.01166687011719,30.357501220703124,29.49366455078125,10.108333587646484,10.108333587646484,10.108333587646484,10.108333587646484,-9999,3593.1,3627.8,3603.8,3761.7,3935.8,3782.5,3926.7,0.0,0.0,0.0,0.0,24.048387096774192,216.3384765625,12.0,0.0,0.2603821371471093,0.4428058392287994,0.9390706469557955,24.945599365234376,25.77408447265625,26.029998779296875,25.588250732421876,1.6198674683929772,11.537854922715054,0.9691837269772765,0.8164456275201613,0.17858406805223034,0.6450136820475261,0.7055116017659505,0.42729387283325193,0.1501453717549642,0.7922288258870442,0.9410223642985026,0.4115239461263021,0.09721500873565674,30.658334732055664,31.20833396911621,31.416667938232422,31.141666412353516,25.575000762939453,26.125,26.33333396911621,26.058334350585938,20.549999237060547,21.100000381469727,21.308334350585938,21.03333282470703,0.0,21.702499389648438,21.682833862304687,19.84374542236328,21.5364990234375,21.702499389648438,21.682833862304687,3.0166666507720947,3.125,3.1416666507720947,3.058333396911621,232849.9299,295769.816,185467.6635,1550.0,1685.7,1575.6,1537.6,1568.1,1472.4,1422.9,0.4286264399046539,0.0,0.0,1.0,25.545001983642578,24.256500244140625,24.674251556396484,25.20025062561035,24.872251510620117,23.574750900268555,23.887252807617188,25.33475112915039,25.021751403808594,24.527999877929688,24.96700096130371,24.697750091552734,340.4704301075269,158.91666666666666,6.66686847203504,7.782558883296833,9.14915610259434,10.720957136539758,10872.7822265625,11515.71875,12135.4296875,12582.8720703125,34.06350543934812,36.077778477822584,38.019271358366936,39.42107432375672,10.139999389648438,9.821666717529297,8.069999694824219,9.200833320617676
CD201300000005,CDGE61FL,CD,2013.0,5.0,CD2013DHS,11261.58984375,13239.095703125,15513.5400390625,127.33333587646484,113.70000457763672,146.76666259765625,135.6666717529297,46.72782897949219,38.7613639831543,50.609195709228516,50.4024772644043,8.38160550198223e-06,8.38160550198223e-06,1.919250404815885e-05,22.97787814670139,22.680369059244793,22.947962443033855,22.767964680989582,11.208333969116211,10.90000057220459,11.15000057220459,10.050000190734863,1.0,4561.777777777777,4569.666666666667,4590.777777777777,4409.333333333333,5069.555555555556,4941.111111111111,4872.555555555556,0.0,0.0,0.0,0.0,31.01086956521739,259.4182942708333,13.0,0.0,0.20256491028477944,0.3093205661365994,0.861263123264826,18.707577175564236,18.796952989366318,19.15500047471788,18.610555013020832,0.01392668695630743,12.357617716802167,1.324609771976626,1.108422917725271,0.020286090974885273,0.35993528366088867,0.3529376983642578,0.26000133582523893,0.18296074867248535,0.3184281417301723,0.30608575684683664,0.2030207599912371,0.1214068957737514,24.29166603088379,24.891666412353516,24.450000762939453,23.366666793823242,18.666667938232422,19.416667938232422,18.850000381469727,18.316667556762695,13.083333015441895,13.991666793823242,13.300000190734863,13.316666603088379,0.0,15.362036810980904,14.453148735894096,14.43727281358507,14.913535224066841,15.362036810980904,14.453148735894096,2.7250001430511475,2.933333396911621,2.9000000953674316,2.691666603088379,54667.76501,35244.10838,64496.21932,1749.4,1721.4,1715.2,1719.6,1619.3,1620.5,1781.2,3.0366359803734757,0.0,0.0,0.0,19.27633285522461,19.03333282470703,18.828333536783855,19.048001607259113,19.001998901367188,18.30166753133138,18.569334665934246,19.18566640218099,19.267000834147137,18.80133310953776,18.90966796875,19.33133316040039,305.8861788617886,222.5772357723577,5.569720724354619,6.501805181088655,7.643505594004756,8.956640492314877,9160.861328125,10380.078125,11702.537109375,12981.333984375,28.88740684281843,32.732024898373986,36.902195545392956,40.93469469850948,14.868332862854004,14.1899995803833,16.670000076293945,15.791666030883789
CD201300000006,CDGE61FL,CD,2013.0,6.0,CD2013DHS,56449.9140625,66362.359375,77763.2578125,97.51667022705078,82.96666717529297,118.25833129882812,112.91666412353516,30.005128860473633,24.165048599243164,35.300994873046875,37.327823638916016,0.0006008202942034688,0.0012223732928498484,0.0026223204387262606,26.749456787109374,26.579165649414062,26.747998046875,26.389166259765624,12.725000381469727,12.291666984558105,12.808333396911621,11.391667366027832,1.0,4044.0,4121.6,4307.5,4332.4,4757.8,4672.6,4658.4,0.0,0.0,0.0,0.0,24.21832884097035,354.78902762276783,13.0,0.0,0.0,0.1106841126774941,0.6315806899797342,20.727455139160156,21.00299987792969,21.25533447265625,21.113749694824218,0.27856490554192637,3.818508425812837,0.19605730164725826,1.2911891885844844,0.02640964785676118,0.5580551964896066,0.5629934583391462,0.5313608986990792,0.36289664677211214,0.6567239761352539,0.6684692246573312,0.621654919215611,0.35473455701555523,27.67500114440918,28.15833282470703,28.350000381469727,27.03333282470703,21.291667938232422,21.991666793823242,21.933334350585938,21.316667556762695,14.950000762939453,15.866666793823242,15.541666984558105,15.641666412353516,0.006687820039049177,15.762666320800781,15.838333129882812,14.705453491210937,15.426834106445312,15.762666320800781,15.838333129882812,3.25,3.433333396911621,3.3499999046325684,3.0250000953674316,60383.50762,82898.21863,41406.97737,1366.5,1388.2,1122.1,1242.9,1375.7,1393.1,1295.6,1.4681261581873315,0.0,0.0,0.0,21.484334309895832,20.02566655476888,20.810999552408855,21.501332600911457,21.11566670735677,19.934000651041668,20.446666717529297,21.797999064127605,21.124666849772137,20.69866689046224,19.882001241048176,20.16266632080078,174.39622641509433,56.5633423180593,24.925204310636857,29.096401803861788,34.20564977134146,40.08210005928184,38501.62109375,44462.6484375,51088.859375,57758.734375,120.65075387466307,139.33056772237197,160.0948239555256,180.9958936994609,13.079166412353516,11.579166412353516,16.309999465942383,14.47499942779541
CD201300000007,CDGE61FL,CD,2013.0,7.0,CD2013DHS,197968.78125,232731.578125,272714.28125,116.5999984741211,110.625,111.9749984741211,122.68333435058594,41.64285659790039,38.4782600402832,37.95762634277344,43.046783447265625,0.7047224778395432,0.8803976499117337,0.9567643679105319,34.9900016784668,33.47545623779297,35.11000061035156,34.45000076293945,9.333333969116211,9.333333969116211,9.333333969116211,9.333333969116211,1,2772,2840,2715,2599,2579,2380,2309,0.0,0.0,0.0,0.0,80.2,682.9114379882812,11,0.0,0.04979911984578304,0.12662340481185438,0.3639139264599278,28.485000610351562,27.90689468383789,29.162500381469727,28.460908889770508,0.0,0.0,0.0,0.0,0.0,0.26800790429115295,0.24500054121017456,0.18022477626800537,0.1405898481607437,0.24019569158554077,0.21241997182369232,0.13636836409568787,0.09319856762886047,29.616666793823242,30.141666412353516,30.433334350585938,30.066667556762695,24.933334350585938,25.45833396911621,25.75,25.383333206176758,20.283334732055664,20.808334350585938,21.100000381469727,20.733333587646484,35.83930257161458,23.21500015258789,22.471818923950195,21.979999542236328,22.338333129882812,23.21500015258789,22.471818923950195,2.8000001907348633,2.875,2.950000047683716,2.8500001430511475,4658.001558,96974.81416,3514.778094,1533.0,1595.0,1408.0,1509.0,1380.0,1250.0,1514.0,1.714696756998698,3.0,3.0,3.0,27.017000198364258,23.96500015258789,25.863000869750977,26.649999618530273,26.239999771118164,22.815000534057617,23.966999053955078,26.95400047302246,26.308000564575195,25.980998992919922,26.1560001373291,25.676000595092773,6.933333333333334,0.0,1791.57470703125,2091.39208984375,2458.635009765625,2881.0224609375,424408.34375,448830.5,472275.21875,488954.625,32973.00625,34870.40625,36691.86666666667,37987.71666666667,8.772500038146973,8.74666690826416,8.443333625793457,8.929166793823242
CD201300000008,CDGE61FL,CD,2013.0,8.0,CD2013DHS,20571.10546875,24183.3359375,28337.970703125,126.28333282470703,110.04167175292969,139.10833740234375,137.5833282470703,42.92918014526367,36.68055725097656,46.62849044799805,46.246498107910156,0.00043411973922971694,0.0010779099805014473,0.003764659260946607,27.63878885904948,28.063334147135418,28.407915751139324,28.04388936360677,11.333333969116211,11.333333969116211,11.333333969116211,11.333333969116211,-9999,4232.833333333333,4249.916666666667,4202.416666666667,4573.166666666667,4952.166666666667,4799.833333333333,4789.25,0.0,0.0,0.0,0.0,28.805405405405406,254.02737630208333,12.0,0.0,0.000495581522947534,0.1626834069513767,0.570684681202411,23.489908854166668,24.04534657796224,24.31451416015625,24.219650268554688,0.1815139151908256,23.26933329814189,1.4442333324535472,1.332470703125,0.2970570332295186,0.5348113377888998,0.5828777949015299,0.46338990529378254,0.21518575350443522,0.5273469607035319,0.6022703806559245,0.4447145144144694,0.15018927256266276,30.808334350585938,31.325000762939453,31.441667556762695,31.308334350585938,25.125,25.641666412353516,25.758333206176758,25.625,19.475000381469727,19.991666793823242,20.108333587646484,19.975000381469727,0.0,20.221112569173176,20.395416259765625,19.34103012084961,20.027361551920574,20.221112569173176,20.395416259765625,2.941666603088379,3.0,2.9833333492279053,2.9749999046325684,267450.993,202537.1423,492532.5661,1628.2,1603.0,1338.3,1540.5,1516.7,1499.5,1576.3,0.04306350140958219,0.0,0.0,0.0,24.908248901367188,24.125499725341797,24.226499557495117,24.538501739501953,24.243499755859375,23.82124900817871,24.36425018310547,24.85124969482422,25.1200008392334,24.330249786376953,24.397998809814453,24.297000885009766,205.66216216216216,93.22972972972973,10.409099859502724,12.151046545044277,14.284738483480927,16.73882008898161,8471.150390625,11013.431640625,14246.798828125,18133.1328125,26.701905616554054,34.71542440878378,44.90733213682432,57.15743243243243,9.763333320617676,9.213333129882812,10.179166793823242,10.283332824707031
CD201300000009,CDGE61FL,CD,2013.0,9.0,CD2013DHS,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
CD201300000010,CDGE61FL,CD,2013.0,10.0,CD2013DHS,3048.00341796875,3583.224609375,4198.81396484375,158.90834045410156,132.33334350585938,131.01666259765625,132.90000915527344,55.92082214355469,45.371429443359375,44.41242980957031,46.36046600341797,0.0,0.0,0.0,28.314544677734375,27.340667724609375,27.906167602539064,27.803668212890624,9.050000190734863,9.050000190734863,9.050000190734863,9.050000190734863,-9999,3798.1,3843.4,3793.7,4232.2,4683.6,4461.2,4606.3,0.0,0.0,0.0,0.0,13.081967213114755,183.04289899553572,15.0,0.0,0.021848371592962268,0.18044474551221198,0.6275900602830304,24.095516967773438,24.44658203125,24.855917358398436,24.869892883300782,0.03505182787368858,6.499340953722678,0.19531218731989625,0.21635699663005892,0.00910258618860297,0.6555720011393229,0.6872941335042317,0.6492083231608073,0.4211343129475911,0.8013596852620443,0.8744894663492838,0.8022458394368489,0.4171082814534505,29.991666793823242,30.524999618530273,30.71666717529297,30.441667556762695,25.433334350585938,25.96666717529297,26.15833282470703,25.883333206176758,20.941667556762695,21.475000381469727,21.666667938232422,21.391666412353516,0.0,21.805667114257812,21.93612060546875,19.876490783691406,21.55249938964844,21.805667114257812,21.93612060546875,2.8416666984558105,2.9166667461395264,2.950000047683716,2.866666793823242,205921.5261,92916.03449,96325.34375,1945.6,2001.6,1906.7,2017.7,1964.0,1869.5,1688.7,0.06925459898234716,0.0,0.0,0.0,25.953250885009766,24.610000610351562,25.26325035095215,25.85849952697754,25.456998825073242,24.482500076293945,25.0987491607666,25.99100112915039,25.785247802734375,24.975000381469727,25.160751342773438,25.08475112915039,639.7131147540983,397.5081967213115,1.4595294369449565,1.7037795325067024,2.0029588141965484,2.3470619344839143,3239.703369140625,3466.50439453125,3693.033203125,3873.848388671875,10.289009135928962,11.009306693989071,11.728738419996585,12.302990522540984,11.486666679382324,10.460000038146973,10.482500076293945,10.400833129882812
