DHSID,GPS_Dataset,DHSCC,DHSYEAR,DHSCLUST,SurveyID,All_Population_Count_2005,All_Population_Count_2010,All_Population_Count_2015,Annual_Precipitation_2000,Annual_Precipitation_2005,Annual_Precipitation_2010,Annual_Precipitation_2015,Aridity_2000,Aridity_2005,Aridity_2010,Aridity_2015,BUILT_Population_1990,BUILT_Population_2000,BUILT_Population_2014,Day_Land_Surface_Temp_2000,Day_Land_Surface_Temp_2005,Day_Land_Surface_Temp_2010,Day_Land_Surface_Temp_2015,Diurnal_Temperature_Range_2000,Diurnal_Temperature_Range_2005,Diurnal_Temperature_Range_2010,Diurnal_Temperature_Range_2015,Drought_Episodes,Enhanced_Vegetation_Index_1985,Enhanced_Vegetation_Index_1990,Enhanced_Vegetation_Index_1995,Enhanced_Vegetation_Index_2000,Enhanced_Vegetation_Index_2005,Enhanced_Vegetation_Index_2010,Enhanced_Vegetation_Index_2015,Frost_Days_2000,Frost_Days_2005,Frost_Days_2010,Frost_Days_2015,Global_Human_Footprint,Gross_Cell_Production,Growing_Season_Length,Irrigation,ITN_Coverage_2005,ITN_Coverage_2010,ITN_Coverage_2015,Land_Surface_Temperature_2000,Land_Surface_Temperature_2005,Land_Surface_Temperature_2010,Land_Surface_Temperature_2015,Livestock_Cattle,Livestock_Chickens,Livestock_Goats,Livestock_Pigs,Livestock_Sheep,Malaria_Incidence_2000,Malaria_Incidence_2005,Malaria_Incidence_2010,Malaria_Incidence_2015,Malaria_Prevalence_2000,Malaria_Prevalence_2005,Malaria_Prevalence_2010,Malaria_Prevalence_2015,Maximum_Temperature_2000,Maximum_Temperature_2005,Maximum_Temperature_2010,Maximum_Temperature_2015,Mean_Temperature_2000,Mean_Temperature_2005,Mean_Temperature_2010,Mean_Temperature_2015,Minimum_Temperature_2000,Minimum_Temperature_2005,Minimum_Temperature_2010,Minimum_Temperature_2015,Nightlights_Composite,Night_Land_Surface_Temp2010,Night_Land_Surface_Temp2015,Night_Land_Surface_Temp_2000,Night_Land_Surface_Temp_2005,Night_Land_Surface_Temp_2010,Night_Land_Surface_Temp_2015,PET_2000,PET_2005,PET_2010,PET_2015,Proximity_to_National_Borders,Proximity_to_Protected_Areas,Proximity_to_Water,Rainfall_1985,Rainfall_1990,Rainfall_1995,Rainfall_2000,Rainfall_2005,Rainfall_2010,Rainfall_2015,Slope,SMOD_Population_1990,SMOD_Population_2000,SMOD_Population_2015,Temperature_April,Temperature_August,Temperature_December,Temperature_February,Temperature_January,Temperature_July,Temperature_June,Temperature_March,Temperature_May,Temperature_November,Temperature_October,Temperature_September,Travel_Times_2000,Travel_Times_2015,U5_Population_2000,U5_Population_2005,U5_Population_2010,U5_Population_2015,UN_Population_Count_2000,UN_Population_Count_2005,UN_Population_Count_2010,UN_Population_Count_2015,UN_Population_Density_2000,UN_Population_Density_2005,UN_Population_Density_2010,UN_Population_Density_2015,Wet_Days_2000,Wet_Days_2005,Wet_Days_2010,Wet_Days_2015
BD200400000001,BDGE4JFL,BD,2004.0,1.0,BD2004DHS,301357.6875,319673.21875,339447.875,161.625,150.40834045410156,157.11666870117188,200.10833740234375,47.77093505859375,44.89801025390625,46.66831588745117,61.257652282714844,0.0008258514996594602,0.0010352674520240639,0.0019414822260538738,27.791337446732953,27.533180930397727,27.36048195578835,27.361888538707387,9.074999809265137,8.699999809265137,9.074999809265137,8.883333206176758,4.0,3163.818181818182,3151.909090909091,3174.2727272727275,3207.0,3320.090909090909,3327.0,3304.181818181818,0.0,0.0,0.0,0.0,37.18939393939394,1312.267578125,11.0,77.86271667480469,-9999,-9999,-9999,24.995771928267047,24.899297540838067,24.95130226828835,24.5277626731179,131.0257654671717,1885.9911616161617,181.69235321969697,0.027197187597101383,3.8254900074968434,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,29.899999618530273,30.450000762939453,31.058334350585938,29.825000762939453,25.33333396911621,26.066667556762695,26.5,25.366666793823242,20.825000762939453,21.75,21.983333587646484,20.941667556762695,0.05311242779295648,22.54212119362571,21.69363680752841,22.20020224831321,22.265412764115766,22.54212119362571,21.69363680752841,3.383333444595337,3.3500001430511475,3.366666793823242,3.2666666507720947,56896.8387,82808.33821,33311.93138,1658.8181818181818,2015.0,1962.7272727272727,2104.090909090909,1790.4545454545455,1636.0,2359.5454545454545,0.014118041655029914,0.0,0.0,0.0,28.748498916625977,28.645750045776367,19.951250076293945,21.818750381469727,18.76675033569336,28.605501174926758,28.957000732421875,26.403749465942383,29.16699981689453,24.217998504638672,27.719749450683594,28.60650062561035,112.59848484848484,11.222222222222221,75.83101052135679,82.55990891959799,87.57761463567839,92.99508283605527,332360.0625,335297.5625,328737.375,321760.65625,1059.3980429292928,1068.761994949495,1047.852351641414,1025.6147411616162,7.759166717529297,7.386666297912598,7.598333358764648,7.724166393280029
BD200400000002,BDGE4JFL,BD,2004.0,2.0,BD2004DHS,377580.875,400528.96875,425305.3125,185.1333465576172,173.35833740234375,169.40000915527344,230.625,54.185367584228516,50.98774337768555,50.068965911865234,70.06329345703125,7.518688364634438e-05,0.0001242208102392772,0.0005389496447548034,27.96708984375,27.233819580078126,27.4878662109375,27.95225830078125,8.566666603088379,8.133333206176758,8.441666603088379,8.324999809265137,7.0,2729.0,2716.8,2754.2,2739.3,2923.6,2966.4,2971.5,0.0,0.0,0.0,0.0,43.19251336898396,1381.0474330357142,10.0,0.2850395143032074,-9999,-9999,-9999,24.9720458984375,24.709869384765625,24.58629455566406,24.825416564941406,187.1212749677835,1669.3791989664082,182.4252980025773,0.006825159097972669,3.262055085834704,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,29.766666412353516,30.258333206176758,30.825000762939453,29.649999618530273,25.45833396911621,26.15833282470703,26.58333396911621,25.45833396911621,21.200000762939453,22.125,22.383333206176758,21.325000762939453,0.09543028515193983,21.684727478027344,21.698574829101563,21.977000427246093,22.185919189453124,21.684727478027344,21.698574829101563,3.4166667461395264,3.4000000953674316,3.383333444595337,3.2916667461395264,24782.52244,60450.21613,24782.42714,1941.7,2175.1,2429.5,2476.0,2100.1,2125.6,2719.2,0.006786319716223355,0.0,0.0,0.0,28.557411193847656,28.257116317749023,20.19438934326172,22.093965530395508,19.087753295898438,28.252948760986328,28.735294342041016,26.203235626220703,29.182037353515625,24.297069549560547,27.524248123168945,28.428726196289062,86.4792243767313,17.246537396121884,95.36618845907928,103.8285445971867,110.13888666879795,116.95196611253196,282200.9375,290338.625,290356.6875,289937.96875,979.9837846347607,1008.2836901763225,1008.3867285894206,1006.9722134760706,8.15333366394043,7.5,7.627500057220459,7.745832920074463
BD200400000003,BDGE4JFL,BD,2004.0,3.0,BD2004DHS,311357.78125,330281.0625,350711.90625,185.1333465576172,173.35833740234375,169.40000915527344,230.625,54.185367584228516,50.98774337768555,50.068965911865234,70.06329345703125,0.000174584946814616,0.00022078848853232755,0.00042206452340836736,27.58421464399858,26.6790077903054,27.10302734375,27.29571533203125,8.566666603088379,8.133333206176758,8.441666603088379,8.324999809265137,7.0,3028.3636363636365,3024.818181818182,3045.0,3047.181818181818,3236.7272727272725,3223.0,3309.181818181818,0.0,0.0,0.0,0.0,41.539267015706805,1381.0473958333334,10.0,1.1585109233856201,-9999,-9999,-9999,24.780584161931817,24.22574407404119,24.32316728071733,24.564902565696023,161.18446514423076,1897.0044871794871,179.47584134615386,1.246826171875,4.075469321392952,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,29.766666412353516,30.258333206176758,30.825000762939453,29.649999618530273,25.45833396911621,26.15833282470703,26.58333396911621,25.45833396911621,21.200000762939453,22.125,22.383333206176758,21.325000762939453,0.011939786515145932,21.543305830522016,21.834091186523438,21.97694951837713,21.772478970614348,21.543305830522016,21.834091186523438,3.4166667461395264,3.4000000953674316,3.383333444595337,3.2916667461395264,32710.99276,55178.10221,32711.42916,1856.1666666666667,2046.0833333333333,2279.25,2340.25,2025.1666666666667,1952.3333333333333,2580.3333333333335,0.0020823419807913775,0.0,0.0,0.0,28.696762084960938,28.29998016357422,20.187095642089844,22.120994567871094,19.074159622192383,28.29064178466797,28.786190032958984,26.29330825805664,29.24927520751953,24.256563186645508,27.510087966918945,28.465801239013672,108.16230366492147,30.361256544502616,80.04107481060606,87.1435546875,92.43984769570707,98.15808475378788,280273.65625,283969.5,279661.0625,274999.4375,925.2521199748744,937.3190954773869,922.9641959798995,907.4462939698492,8.15333366394043,7.5,7.627500057220459,7.745832920074463
BD200400000004,BDGE4JFL,BD,2004.0,4.0,BD2004DHS,333641.0,353918.53125,375811.625,159.24166870117188,147.81666564941406,160.14999389648438,190.20834350585938,47.65336608886719,44.234413146972656,47.569305419921875,57.78480911254883,0.0010485352025799194,0.0013987154050580334,0.002882048910724628,27.979408264160156,27.64972432454427,27.538182576497395,27.503069559733074,9.083333969116211,8.808333396911621,9.191666603088379,8.949999809265137,4.0,3336.25,3322.5,3310.9166666666665,3290.5,3339.6666666666665,3344.1666666666665,3314.8333333333335,0.0,0.0,0.0,0.0,39.57721518987342,1243.48779296875,11.0,77.86271667480469,-9999,-9999,-9999,24.99902852376302,24.851104736328125,24.88311767578125,24.452896118164062,143.53679119674186,2029.6942355889723,236.27005012531328,0.012092203281004616,3.426018867783874,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,29.941667556762695,30.566667556762695,31.225000381469727,29.916667938232422,25.391666412353516,26.141666412353516,26.608333587646484,25.416667938232422,20.858333587646484,21.758333206176758,22.03333282470703,20.96666717529297,0.06666931822008473,22.228057861328125,21.402725219726562,22.018646240234375,22.05248769124349,22.228057861328125,21.402725219726562,3.3416666984558105,3.3416666984558105,3.366666793823242,3.2916667461395264,57380.08462,88226.25414,28939.18816,1697.090909090909,2054.3636363636365,1991.8181818181818,2117.0,1784.7272727272727,1626.7272727272727,2396.0,0.01769647350558987,0.0,0.0,0.0,28.748498916625977,28.645748138427734,19.951250076293945,21.818750381469727,18.76675033569336,28.605501174926758,28.957000732421875,26.403749465942383,29.16699981689453,24.217998504638672,27.719751358032227,28.60649871826172,100.97744360902256,8.701754385964913,83.76617462311557,91.19919912060301,96.74198139133166,102.72634657663316,341678.3125,346064.15625,340648.21875,334760.0,1081.31328320802,1095.1959586466166,1078.0588972431078,1059.4269266917292,7.049166679382324,7.0183329582214355,7.536666393280029,7.456666469573975
BD200400000005,BDGE4JFL,BD,2004.0,5.0,BD2004DHS,271624.15625,288132.5625,305956.15625,161.625,150.40834045410156,157.11666870117188,200.10833740234375,47.77093505859375,44.89801025390625,46.66831588745117,61.257652282714844,0.0004346365392400995,0.0007532267894559693,0.002682769375711583,27.236363728841145,26.600997924804688,26.567776997884113,26.64134979248047,9.074999809265137,8.699999809265137,9.074999809265137,8.883333206176758,4.0,2571.9166666666665,2595.6666666666665,2637.75,2618.75,2752.75,2759.25,2784.5,0.0,0.0,0.0,0.0,38.91836734693877,1346.657470703125,11.0,12.365923881530762,-9999,-9999,-9999,24.512135823567707,24.340769449869793,24.415972391764324,24.292984008789062,168.5403612012987,828.7005343264249,241.81345373376624,0.03503332237748734,6.506715993847997,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,29.899999618530273,30.450000762939453,31.058334350585938,29.825000762939453,25.33333396911621,26.066667556762695,26.5,25.366666793823242,20.825000762939453,21.75,21.983333587646484,20.941667556762695,0.026740517448540307,22.26416778564453,21.944618225097656,21.78790791829427,22.080543518066406,22.26416778564453,21.944618225097656,3.383333444595337,3.3500001430511475,3.366666793823242,3.2666666507720947,31756.7781,92784.13252,8783.293426,1855.0833333333333,2191.25,2203.0,2380.8333333333335,1909.8333333333333,1823.1666666666667,2499.5,0.008730551906835252,0.0,0.0,0.0,28.358707427978516,28.212284088134766,20.149085998535156,21.92835807800293,19.13385009765625,28.1004638671875,28.424903869628906,26.128559112548828,28.902584075927734,24.293678283691406,27.386009216308594,28.284788131713867,119.64032697547684,23.961748633879782,68.03620487436386,74.07342358460559,78.57535186068702,83.43594942748092,235581.296875,237804.84375,233310.171875,228531.90625,832.047775689223,840.015585839599,824.2548558897244,807.4916196741855,7.759166717529297,7.386666297912598,7.598333358764648,7.724166393280029
BD200400000006,BDGE4JFL,BD,2004.0,6.0,BD2004DHS,352499.59375,373923.3125,397053.84375,161.625,150.40834045410156,157.11666870117188,200.10833740234375,47.77093505859375,44.89801025390625,46.66831588745117,61.257652282714844,0.010950255545840901,0.01605717847301702,0.02032352253130287,27.6522705078125,26.877377319335938,26.839016723632813,26.97154541015625,9.074999809265137,8.699999809265137,9.074999809265137,8.883333206176758,4.0,3403.9,3417.9,3420.6,3430.1,3596.9,3579.0,3640.3,0.0,0.0,0.0,0.0,49.70284237726098,1381.047607421875,11.0,27.92232894897461,-9999,-9999,-9999,24.473147583007812,24.417143249511717,24.21787109375,24.3833251953125,131.54854349874373,2731.6429020100504,169.12009265075378,4.087281525440705,4.2189008663862175,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,29.899999618530273,30.450000762939453,31.058334350585938,29.825000762939453,25.33333396911621,26.066667556762695,26.5,25.366666793823242,20.825000762939453,21.75,21.983333587646484,20.941667556762695,0.40862321524784484,21.596726989746095,21.79510498046875,21.294021606445312,21.9569091796875,21.596726989746095,21.79510498046875,3.383333444595337,3.3500001430511475,3.366666793823242,3.2666666507720947,28254.81212,70553.24153,25194.82268,1693.8,2095.5,2202.8,2252.4,1923.1,1858.3,2536.0,0.0089148971123424,0.0,0.0,0.0,28.676868438720703,28.244443893432617,20.062000274658203,22.01308250427246,18.99135971069336,28.194576263427734,28.656410217285156,26.44640350341797,29.156890869140625,24.20639419555664,27.409576416015625,28.32113265991211,79.83896103896105,9.693506493506494,85.81632733585859,93.43126578282828,99.10970052083333,105.2405303030303,418755.6875,421133.5,411591.5625,401575.09375,1362.2320979899498,1369.9601130653266,1338.912688442211,1306.3222361809046,7.759166717529297,7.386666297912598,7.598333358764648,7.724166393280029
BD200400000007,BDGE4JFL,BD,2004.0,7.0,BD2004DHS,226225.84375,239975.09375,254819.71875,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0001214862762941547,0.00031103377086507035,0.003005645440579965,26.857879638671875,26.614669799804688,25.77916717529297,26.735748291015625,-9999,-9999,-9999,-9999,4.0,2249.4166666666665,2266.0833333333335,2284.6666666666665,2239.4166666666665,2335.3333333333335,2314.8333333333335,2305.8333333333335,-9999,-9999,-9999,-9999,46.91160220994475,1381.0474853515625,11.0,10.066916465759277,-9999,-9999,-9999,24.069503784179688,24.430806477864582,23.940455118815105,24.383377075195312,64.05459290420228,619.9251246438746,89.30186075498575,0.012280175779584193,4.807304282375819,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.01924651834866978,22.10174306233724,22.03100840250651,21.28112538655599,22.24694315592448,22.10174306233724,22.03100840250651,-9999,-9999,-9999,-9999,14912.06646,84276.54442,0,1937.2727272727273,2279.181818181818,2370.909090909091,2530.909090909091,2006.909090909091,2022.3636363636363,2582.7272727272725,0.009584282626624868,0.0,0.0,0.0,28.419261932373047,28.101245880126953,20.20047378540039,21.991390228271484,19.104862213134766,27.964223861694336,28.365158081054688,26.250286102294922,28.947189331054688,24.328392028808594,27.36528778076172,28.218990325927734,214.44594594594594,14.488215488215488,60.917655818370164,66.3232044198895,70.35409832527624,74.70613561809392,356995.9375,360623.6875,354054.9375,347039.375,1428.8029336734694,1442.7208227040817,1415.8392857142858,1387.180963010204,-9999,-9999,-9999,-9999
BD200400000008,BDGE4JFL,BD,2004.0,8.0,BD2004DHS,266789.3125,283003.84375,300510.15625,161.625,150.40834045410156,157.11666870117188,200.10833740234375,47.77093505859375,44.89801025390625,46.66831588745117,61.257652282714844,0.00031309289197190503,0.00048307022347617837,0.0013526463851380273,27.597745259602863,27.13263702392578,27.324445088704426,27.414217631022137,9.074999809265137,8.699999809265137,9.074999809265137,8.883333206176758,4.0,2988.4166666666665,2990.0,2998.6666666666665,2989.25,3107.4166666666665,3142.4166666666665,3173.5,0.0,0.0,0.0,0.0,40.09509202453988,1329.462646484375,11.0,38.03158950805664,-9999,-9999,-9999,24.621022542317707,24.46326955159505,24.517537434895832,24.37793477376302,138.27116048994975,1861.2375942211056,247.44955244974875,0.01552248868075284,5.840086410984848,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,29.899999618530273,30.450000762939453,31.058334350585938,29.825000762939453,25.33333396911621,26.066667556762695,26.5,25.366666793823242,20.825000762939453,21.75,21.983333587646484,20.941667556762695,0.019959456938549988,21.71063232421875,21.341654459635418,21.64429473876953,21.793902079264324,21.71063232421875,21.341654459635418,3.383333444595337,3.3500001430511475,3.366666793823242,3.2666666507720947,43354.15935,94247.32784,17834.23876,1729.2,2111.9,2056.6,2231.4,1836.9,1729.7,2382.0,0.017470733155595497,0.0,0.0,0.0,28.40564727783203,28.30710220336914,19.962060928344727,21.9703369140625,18.977832794189453,28.241897583007812,28.60160255432129,26.14362907409668,28.988489151000977,24.16727066040039,27.314260482788086,28.254539489746094,78.178391959799,18.85678391959799,66.67914003314394,72.59593986742425,77.00807390309343,81.7717161852904,306500.6875,309576.8125,303886.03125,297800.125,1042.3052944862156,1052.6676065162908,1033.219846491228,1012.4312343358396,7.759166717529297,7.386666297912598,7.598333358764648,7.724166393280029
BD200400000009,BDGE4JFL,BD,2004.0,9.0,BD2004DHS,328203.09375,348150.15625,369686.375,161.625,150.40834045410156,157.11666870117188,200.10833740234375,47.77093505859375,44.89801025390625,46.66831588745117,61.257652282714844,0.0008340376063276784,0.0012766347525599666,0.0025282652614215693,27.45459899902344,26.893499755859374,26.90408935546875,27.12037353515625,9.074999809265137,8.699999809265137,9.074999809265137,8.883333206176758,4.0,3323.9,3342.4,3349.1,3303.8,3409.6,3338.1,3394.3,0.0,0.0,0.0,0.0,38.28391959798995,1381.0475643382354,11.0,56.180259704589844,-9999,-9999,-9999,24.520599365234375,24.452249145507814,24.386135864257813,24.273544311523438,158.22495288944722,2678.094849246231,209.71205637562815,0.7210601346576633,4.140510597420697,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,29.899999618530273,30.450000762939453,31.058334350585938,29.825000762939453,25.33333396911621,26.066667556762695,26.5,25.366666793823242,20.825000762939453,21.75,21.983333587646484,20.941667556762695,0.08010745557069479,21.868182373046874,21.426712036132812,21.58659973144531,22.011000061035155,21.868182373046874,21.426712036132812,3.383333444595337,3.3500001430511475,3.366666793823242,3.2666666507720947,39985.68803,77817.92842,27104.15804,1686.1,2117.1,2069.4,2198.2,1868.6,1779.2,2414.6,0.009999756291319092,0.0,0.0,0.0,28.639249801635742,28.336997985839844,19.876251220703125,21.9427490234375,18.840499877929688,28.305248260498047,28.730499267578125,26.377750396728516,29.12874984741211,24.095001220703125,27.323749542236328,28.28675079345703,92.07286432160804,8.964824120603016,82.49631892230576,89.81667058270676,95.27541510025063,101.16905545112782,331554.25,333713.4375,326422.125,318741.9375,1101.666614321608,1108.8446922110552,1084.6213881909548,1059.1056846733668,7.759166717529297,7.386666297912598,7.598333358764648,7.724166393280029
BD200400000010,BDGE4JFL,BD,2004.0,10.0,BD2004DHS,286152.5625,303543.9375,322320.875,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0015280987029750598,0.002819607519123652,0.007225426364707076,26.804948594835068,26.08404032389323,25.619630601671005,26.007322523328995,-9999,-9999,-9999,-9999,4.0,2946.875,2945.5,2902.75,2825.625,2952.375,2974.625,2956.25,-9999,-9999,-9999,-9999,44.55980861244019,1381.0475852272727,11.0,49.376609802246094,-9999,-9999,-9999,24.21438768174913,24.33881293402778,23.923299153645832,24.243762546115452,147.76526841286307,901.26484375,296.038122406639,0.00013198508393196833,1.2704046340215773,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.23034220679571543,22.226971096462673,22.480200873480904,21.623825073242188,22.593585544162327,22.226971096462673,22.480200873480904,-9999,-9999,-9999,-9999,1168.836715,71832.04808,2037.640774,2138.25,2389.875,2547.875,2720.125,2101.875,2241.375,2719.125,0.010777170940112043,0.0,0.0,0.0,28.308555603027344,28.03489875793457,20.167083740234375,21.952341079711914,19.139366149902344,27.902576446533203,28.34347915649414,26.226558685302734,28.921682357788086,24.22989273071289,27.297405242919922,28.248397827148438,325.95098039215685,14.15609756097561,131.665234375,143.34859730113635,152.0608309659091,161.46716974431817,270496.8125,279988.5,281647.4375,282829.0625,1647.5580555555555,1705.2677777777778,1715.27125,1722.3695833333334,-9999,-9999,-9999,-9999
